500,64000,573.4758772445175,123,0.49210938438773155,0.39313586611614104,0.0,0.9474999904632568,156.625,178.88259941928393,6.0,720.0,1.679595947265625,-0.22637146711349487,-0.0025659636594355106,0.00497671402990818,"tensor(0.0671, device='cuda:0')",0.49210938438773155,0.39313586611614104,0.0,0.9474999904632568
1000,128000,520.1995566097701,245,0.37406250089406967,0.4256310806624724,0.0,0.9599999785423279,76.5,56.349356695529366,4.0,174.0,1.5285863876342773,0.042068108916282654,-0.0026143407449126244,0.015744391828775406,"tensor(0.0913, device='cuda:0')",0.37406250089406967,0.4256310806624724,0.0,0.9599999785423279
1500,192000,514.8670393397376,366,0.0071875001303851604,0.027837068305845362,0.0,0.11500000208616257,65.1875,166.51809914766022,3.0,708.0,1.6181440353393555,0.016607312485575676,-0.01931104063987732,0.0010756802512332797,"tensor(0.0563, device='cuda:0')",0.0071875001303851604,0.027837068305845362,0.0,0.11500000208616257
2000,256000,504.2537616795218,490,0.11773437261581421,0.31150911613358817,0.0,0.949999988079071,26.3125,19.038509493917847,4.0,78.0,1.623450517654419,0.03974427282810211,-0.05362531542778015,0.0031445669010281563,"tensor(0.0561, device='cuda:0')",0.11773437261581421,0.31150911613358817,0.0,0.949999988079071
2500,320000,495.62316935370706,614,0.0,0.0,0.0,0.0,16.5,11.59202311936963,3.0,45.0,1.5608481168746948,-0.029376894235610962,-0.0023169643245637417,0.0006245591212064028,"tensor(0.0268, device='cuda:0')",0.0,0.0,0.0,0.0
3000,384000,322.3106476939942,738,0.06117187440395355,0.23691765082280386,0.0,0.9787499904632568,11.5,6.791538853603062,3.0,24.0,1.5117098093032837,-0.02130737155675888,-0.010200394317507744,0.0010555640328675508,"tensor(0.0452, device='cuda:0')",0.06117187440395355,0.23691765082280386,0.0,0.9787499904632568
3500,448000,511.6091852594444,864,0.0,0.0,0.0,0.0,13.625,11.45030021440486,1.0,39.0,1.5235188007354736,-0.046016447246074677,-0.007720699068158865,0.0006757958908565342,"tensor(0.0217, device='cuda:0')",0.0,0.0,0.0,0.0
4000,512000,285.64621153756116,990,0.0,0.0,0.0,0.0,14.1875,5.592615108337065,5.0,23.0,1.4593559503555298,0.00327670038677752,-0.03665590286254883,0.001380430068820715,"tensor(0.0571, device='cuda:0')",0.0,0.0,0.0,0.0
4500,576000,534.4913564809468,1115,0.0,0.0,0.0,0.0,9.875,5.194648688795037,5.0,21.0,1.4812642335891724,-0.03651696443557739,-0.009739025495946407,0.0010341526940464973,"tensor(0.0240, device='cuda:0')",0.0,0.0,0.0,0.0
5000,640000,527.1269699602841,1241,0.0,0.0,0.0,0.0,11.75,5.332682251925386,3.0,24.0,1.4317245483398438,-1.6175792552530766e-05,-0.032327935099601746,0.0017230319790542126,"tensor(0.0434, device='cuda:0')",0.0,0.0,0.0,0.0
