500,64000,610.9150362199276,123,0.0,0.0,0.0,0.0,640.0,0.0,640.0,640.0,1.7582513093948364,-0.21545380353927612,-0.0010127315763384104,0.00046373187797144055,0.01014088256415783,0.0,0.0,0.0,0.0
1000,128000,581.746865179984,243,0.0,0.0,0.0,0.0,640.0,0.0,640.0,640.0,1.6867010593414307,-0.31739622354507446,0.0019197413930669427,0.0007761394954286516,0.006585069862236852,0.0,0.0,0.0,0.0
1500,192000,489.29794108238315,363,0.0,0.0,0.0,0.0,640.0,0.0,640.0,640.0,1.724661111831665,-0.33815738558769226,-0.004011695273220539,0.0006191754946485162,0.010397955794928361,0.0,0.0,0.0,0.0
2000,256000,600.4105603725453,485,0.0,0.0,0.0,0.0,640.0,0.0,640.0,640.0,1.7834168672561646,-0.3084050118923187,-0.1290275603532791,0.025701364502310753,0.12146078254948936,0.0,0.0,0.0,0.0
2500,320000,611.5524774400204,604,0.0,0.0,0.0,0.0,640.0,0.0,640.0,640.0,1.777126669883728,-0.270810604095459,0.013691131956875324,0.0007925168029032648,0.01650731291023193,0.0,0.0,0.0,0.0
3000,384000,561.5046839913861,723,0.05626953113824129,0.16974188359497436,0.0,0.6807812452316284,608.875,100.71424613727693,227.0,640.0,1.7701241970062256,-0.27567732334136963,-0.0012187993852421641,0.00041569944005459547,0.00691821582189351,0.05626953113824129,0.16974188359497436,0.0,0.6807812452316284
3500,448000,604.4318910545088,844,0.026992186903953552,0.10454029035673004,0.0,0.43187499046325684,625.25,57.1265043565594,404.0,640.0,1.723278284072876,-0.3115311563014984,-0.0048672473058104515,0.00044313794933259487,0.008488294240019876,0.026992186903953552,0.10454029035673004,0.0,0.43187499046325684
4000,512000,534.3397446296891,964,0.0,0.0,0.0,0.0,640.0,0.0,640.0,640.0,1.7436611652374268,-0.28583645820617676,-0.02140732668340206,0.00579027971252799,0.033039787627054285,0.0,0.0,0.0,0.0
4500,576000,554.3037654225388,1083,0.0,0.0,0.0,0.0,640.0,0.0,640.0,640.0,1.6910825967788696,-0.27719151973724365,0.005418046377599239,0.000774012936744839,0.011123641242802948,0.0,0.0,0.0,0.0
5000,640000,321.8563719803722,1202,0.03182617202401161,0.12326223422252937,0.0,0.5092187523841858,621.8125,70.4398846091474,349.0,640.0,1.727620244026184,-0.2634201645851135,0.0025763490702956915,0.0005609964136965573,0.00595963910279214,0.03182617202401161,0.12326223422252937,0.0,0.5092187523841858
5500,704000,512.0405305519446,1321,0.06858398392796516,0.17184821607466763,0.0,0.6456249952316284,604.5625,100.34065025576623,252.0,640.0,1.7565652132034302,-0.27867361903190613,0.0056528365239501,0.0006839928682893515,0.011477881289957947,0.06858398392796516,0.17184821607466763,0.0,0.6456249952316284
6000,768000,491.69496225768813,1440,0.0,0.0,0.0,0.0,640.0,0.0,640.0,640.0,1.7669196128845215,-0.24790529906749725,-0.010488847270607948,0.0013119246577844024,0.013525096823292813,0.0,0.0,0.0,0.0
6500,832000,607.0796765986317,1561,0.0,0.0,0.0,0.0,640.0,0.0,640.0,640.0,1.7585406303405762,-0.29349246621131897,0.0006843729643151164,0.0004719538555946201,0.005293001622823601,0.0,0.0,0.0,0.0
7000,896000,571.7846548071813,1679,0.02681640535593033,0.10385949134866554,0.0,0.42906248569488525,625.375,56.64238143828347,406.0,640.0,1.727678656578064,-0.30249613523483276,0.0009334279457107186,0.0006525155040435493,0.0073238431703382114,0.02681640535593033,0.10385949134866554,0.0,0.42906248569488525
7500,960000,559.340748550782,1800,0.014335937798023224,0.055522848344009376,0.0,0.22937500476837158,634.25,22.269654240692645,548.0,640.0,1.7642185688018799,-0.32603129744529724,-0.0024692125152796507,0.0005948347388766706,0.009057638333712882,0.014335937798023224,0.055522848344009376,0.0,0.22937500476837158
8000,1024000,515.881251519429,1919,0.06268554553389549,0.18174475184575467,0.0,0.711718738079071,604.3125,108.20797033375129,205.0,640.0,1.7595980167388916,-0.26540979743003845,0.002114285482093692,0.0007932285079732537,0.008856779857379336,0.06268554553389549,0.18174475184575467,0.0,0.711718738079071
8500,1088000,520.9456048594467,2039,0.09258789010345936,0.17324291284178003,0.0,0.5120312571525574,591.9375,95.40536459628463,347.0,640.0,1.769891381263733,-0.3277157247066498,0.008890390396118164,0.0007906734826974571,0.012366472968931237,0.09258789010345936,0.17324291284178003,0.0,0.5120312571525574
9000,1152000,502.09388139879394,2159,0.09495117142796516,0.19902692636478025,0.0,0.5668749809265137,585.8125,114.01218068149561,308.0,640.0,1.6958585977554321,-0.3280130624771118,0.0029269964434206486,0.0006282287067733705,0.012790811897928328,0.09495117142796516,0.19902692636478025,0.0,0.5668749809265137
9500,1216000,319.46770666408014,2280,0.1193066406995058,0.22620926863236174,0.0,0.7567187547683716,572.9375,133.3207920534153,173.0,640.0,1.7658380270004272,-0.2867056429386139,-0.000839985441416502,0.0031931365374475718,0.03574801237216963,0.1193066406995058,0.22620926863236174,0.0,0.7567187547683716
10000,1280000,507.7571334804954,2399,0.589335928671062,0.3810853911349603,0.0,0.9268749952316284,274.25,243.89585379829646,52.0,640.0,1.4302963018417358,0.061342693865299225,-0.046027399599552155,0.039646245539188385,0.24333761826941996,0.589335928671062,0.3810853911349603,0.0,0.9268749952316284
10500,1344000,601.377016273568,2520,0.9172949232161045,0.053006062646016996,0.782031238079071,0.9859374761581421,58.8125,37.69320023227001,10.0,155.0,1.0863029956817627,0.501854658126831,-0.0012231644941493869,0.011140471324324608,0.17803769530800986,0.9172949232161045,0.053006062646016996,0.782031238079071,0.9859374761581421
11000,1408000,581.6913975651933,2639,0.8879296891391277,0.23144610361311657,0.0,0.9775000214576721,75.25,147.55189764960667,16.0,640.0,1.2340178489685059,0.5091372728347778,-0.02392522431910038,0.008515939116477966,0.11080408709486425,0.8879296891391277,0.23144610361311657,0.0,0.9775000214576721
11500,1472000,591.7439171844293,2760,0.9593945369124413,0.01895098132589107,0.9029687643051147,0.9775000214576721,28.875,13.476252260921802,16.0,69.0,1.1456753015518188,0.6974742412567139,0.00766035309061408,0.003813730087131262,0.11681214205498712,0.9593945369124413,0.01895098132589107,0.9029687643051147,0.9775000214576721
12000,1536000,589.1005683937938,2879,0.950078122317791,0.01787791104128196,0.8973437547683716,0.9746875166893005,35.5,12.71318213509112,18.0,73.0,1.0167856216430664,0.7344009280204773,-0.019489627331495285,0.0069739422760903835,0.07174192869384033,0.950078122317791,0.01787791104128196,0.8973437547683716,0.9746875166893005
12500,1600000,511.53655269140546,2998,0.9524511806666851,0.018881352364473213,0.901562511920929,0.9789062738418579,33.8125,13.426739877945055,15.0,70.0,1.0659046173095703,0.7282000780105591,-0.0027266894467175007,0.0038380424957722425,0.11626705117882717,0.9524511806666851,0.018881352364473213,0.901562511920929,0.9789062738418579
