500,64000,1867.9748371652843,37,0.027145996689796448,0.10513599309578331,0.0,0.43433594703674316,2500.5625,230.20044764020335,1609.0,2560.0,1.9457635879516602,-0.003628313075751066,-4.084286047145724e-06,3.582738600016455e-06,"tensor(0.0010, device='cuda:0')",0.027145996689796448,0.10513599309578331,0.0,0.43433594703674316
1000,128000,1777.647616650994,73,0.0,0.0,0.0,0.0,2560.0,0.0,2560.0,2560.0,1.9458954334259033,0.0016379398293793201,-0.00015473041275981814,2.1332331812118355e-07,"tensor(0.0002, device='cuda:0')",0.0,0.0,0.0,0.0
1500,192000,1815.5195325181257,109,0.0,0.0,0.0,0.0,2560.0,0.0,2560.0,2560.0,1.9459095001220703,-0.0009567559463903308,8.32580408314243e-05,2.669889642703538e-09,"tensor(0.0002, device='cuda:0')",0.0,0.0,0.0,0.0
2000,256000,1929.3650682986959,145,0.0,0.0,0.0,0.0,2560.0,0.0,2560.0,2560.0,1.9459099769592285,7.84088024374796e-06,-1.5058441249493626e-06,4.692964766794816e-12,"tensor(2.9456e-06, device='cuda:0')",0.0,0.0,0.0,0.0
2500,320000,2204.4827540897445,181,0.061872558668255806,0.17146690131574246,0.0,0.6392968893051147,2419.5625,398.90176872727704,1026.0,2560.0,1.9458147287368774,0.0003556632436811924,-2.7198302632314153e-05,2.364257123410596e-10,"tensor(6.9787e-05, device='cuda:0')",0.061872558668255806,0.17146690131574246,0.0,0.6392968893051147
3000,384000,1788.270230299316,217,0.0,0.0,0.0,0.0,2560.0,0.0,2560.0,2560.0,1.9459099769592285,0.0011709779500961304,-8.950247138272971e-05,2.5627857613841343e-09,"tensor(7.7098e-05, device='cuda:0')",0.0,0.0,0.0,0.0
3500,448000,1872.0980280707872,253,0.0,0.0,0.0,0.0,2560.0,0.0,2560.0,2560.0,1.9459092617034912,0.0006187320686876774,-4.7290537622757256e-05,7.15514869575884e-10,"tensor(2.7612e-05, device='cuda:0')",0.0,0.0,0.0,0.0
4000,512000,1787.0142762516268,289,0.0,0.0,0.0,0.0,2560.0,0.0,2560.0,2560.0,1.9459102153778076,-6.059231236577034e-05,4.631124284060206e-06,6.862021801473661e-12,"tensor(2.6173e-06, device='cuda:0')",0.0,0.0,0.0,0.0
4500,576000,1530.8158957996516,325,0.0,0.0,0.0,0.0,2560.0,0.0,2560.0,2560.0,1.945910096168518,-7.771886885166168e-07,5.940217917554946e-08,1.1289283708367285e-15,"tensor(4.6894e-07, device='cuda:0')",0.0,0.0,0.0,0.0
5000,640000,1731.3892563555974,361,0.0,0.0,0.0,0.0,2560.0,0.0,2560.0,2560.0,1.9459099769592285,-0.00025475025177001953,1.9469644030323252e-05,1.21294418953255e-10,"tensor(1.0368e-05, device='cuda:0')",0.0,0.0,0.0,0.0
